移動支援,,,,,,,,,,,
事業所番号,事業所名称,事業所電話番号,事業所FAX番号,事業所郵便番号,事業所所在地,法人名称,主たる対象者：身体,主たる対象者：知的,主たる対象者：精神,主たる対象者：障がい児,指定日
2762300149,愛ウィッシュ・ケア・サポート,06-7896-5500,06-7896-5501,545-0004,大阪市阿倍野区文の里二丁目１３番１８号　メゾン文の里１０７号,ユウビ・クリエイト　株式会社,○,○,○,○,2008/09/01
2762300107,アイルケアセンター,06-6626-2612,06-6626-2646,545-0004,大阪市阿倍野区文の里四丁目１３番２１号　 ,有限会社　アイル,○,○,,○,2008/09/01
2762300065,社会福祉法人四天王寺福祉事業団四天王寺さんめい苑サポートセンターフリーダム,06-6625-0471,06-6625-0481,545-0005,大阪市阿倍野区三明町１－２－２９　,社会福祉法人　四天王寺福祉事業団,○,○,○,○,2008/09/01
2762300388,クローバー居宅介護事業所,06-6628-8700,06-6628-8701,545-0011,大阪市阿倍野区昭和町２丁目１番２２号　,社会福祉法人　大阪重症心身障害児者を支える会,○,○,,○,2012/09/01
2762300172,ケア２１阿倍野,06-6626-2050,06-6626-2051,545-0011,大阪市阿倍野区昭和町１－８－２６　パレロイヤルビル２０１号室,株式会社　ケア２１,○,○,○,○,2008/09/01
2762300024,リヨン介護センター,06-6627-2111,06-6627-2221,545-0011,大阪市阿倍野区昭和町一丁目１７番２８号　 ,株式会社　ライズ,○,○,○,○,2008/09/01
2762300586,メディカルすずらん,06-6628-7000,06-6628-7050,545-0011,大阪市阿倍野区昭和町二丁目６番１号　ファイブ日光１階,株式会社クリエイト企画,○,○,○,○,2016/03/01
2762300768,べえら,06-6625-5200,06-6625-5201,545-0011,大阪市阿倍野区昭和町五丁目５番２８号　三谷ビル３０２号,株式会社おおさか共生会,○,○,○,○,2019/10/01
2762301220,花訪問介護,06-7162-2916,06-6622-9920,545-0011,大阪市阿倍野区昭和町二丁目３番１－２０１号　 ,有限会社福泉,○,○,○,○,2024/05/01
2762301121,３Ｙｕ,090-8530-2019, ,545-0011,大阪市阿倍野区昭和町五丁目１２番３号　レジデンス西田辺３０３,３Ｙｕ合同会社,○,○,○,○,2022/11/01
2762301154,ライフサポートｗｉｔｈ,06-6657-7127,06-6657-7128,545-0011,大阪市阿倍野区昭和町一丁目３番２９号　７階７Ｃ号室,Ｌｉｅｂｅ株式会社,○,○,○,○,2023/04/01
2762301253,株式会社ＫＯＳＭＯ　ホームヘルプサービス　西田辺事業所,06-6625-5581,06-6625-5582,545-0011,大阪市阿倍野区昭和町五丁目１番３０号　アーバン昭和町ビル３０２号,株式会社ＫＯＳＭＯ,○,,,,2025/04/01
2762301212,Ｌｉｎｏヘルパーステーション,06-6690-0003,06-6690-0004,545-0011,大阪市阿倍野区昭和町二丁目６番１４号　ＥＴハルカス通り１０２号室,株式会社Ｇｏｅｓ,○,○,○,○,2024/04/01
2762301261,サポートネットワークアミーカ,06-6626-6229,06-6626-6219,545-0011,大阪市阿倍野区昭和町一丁目５番２７号　フェニックス昭和町ビル９Ｆ,株式会社アミーカ,○,○,○,○,2025/04/01
2762301295,ケアサービス　アロン,06-6657-7829,06-6657-7910,545-0011,大阪市阿倍野区昭和町一丁目２０番２２－１１４号　 ,合同会社ＡＬＬＯＮ,○,○,○,○,2025/07/01
2762300404,居宅介護事業所　はるか,06-6115-6619,06-6621-9000,545-0011,大阪市阿倍野区昭和町一丁目１１番９号　渡邉ハイツ１階,特定非営利活動法人　ワークステージ,○,○,○,,2012/10/01
2762300701,フルフラール,06-6622-7333,06-6622-7330,545-0011,大阪市阿倍野区昭和町二丁目１番１３号　　２階,特定非営利活動法人フルフラール,○,○,○,○,2018/04/01
2762301063,ヘルパーステーションはちみつ,090-2704-3525, ,545-0012,大阪市阿倍野区桃ケ池町一丁目２番１０－４０２号　 ,合同会社Ｈｅａｒｔ,○,○,○,○,2022/02/01
2760801767,エールパートナーズ大阪,06-6654-5414,06-6654-5415,545-0013,大阪市阿倍野区長池町２１番１３号　呉竹ビル　２０１号室,エールパートナーズ株式会社,○,○,○,,2022/01/01
2762300719,介護のクリエイティブ鶴ヶ丘障害支援,06-6609-2805,06-6609-2806,545-0014,大阪市阿倍野区西田辺町二丁目２番１３号　 ,ＣＳＪ株式会社,○,○,○,○,2018/08/01
2762300248,ありがとうケアセンター,06-6691-0411,06-4700-4726,545-0014,大阪市阿倍野区西田辺町１－２１－１３　サンパティク西田辺１０２号,有限会社プラッツレーン,○,○,○,○,2008/09/01
2762300164,ヘルパーステーション・最寄駅,06-6621-6033,06-6621-5575,545-0021,大阪市阿倍野区阪南町三丁目４３番２５号　 ,社会福祉法人日本ヘレンケラー財団,○,○,○,○,2008/09/01
2762300222,エルケア株式会社総合在宅サービスセンターエルケア阿倍野ケアセンター,06-6622-7348,06-6622-7924,545-0021,大阪市阿倍野区阪南町一丁目４５番３号　 ,エルケア　株式会社,○,○,○,○,2008/09/01
2762300198,ヘルパーステーションこよみ,06-6608-0543,06-6608-0544,545-0021,大阪市阿倍野区阪南町六丁目１番５号　,株式会社　こよみ,○,○,○,○,2008/09/01
2762300321,キリン介護センター,06-6625-1112,06-6625-1123,545-0021,大阪市阿倍野区阪南町１－１６－２７　トレアール阪南町１階１０１号,株式会社　ジラフ,○,○,○,○,2010/08/05
2762300412,日本介護医療センター,06-6629-0123,06-6629-0203,545-0021,大阪市阿倍野区阪南町２－４－１　スギ薬局昭和町店２Ｆ,株式会社　日本介護医療センター,○,○,○,○,2013/03/01
2762000129,ヘルパーズハウスいちご,06-7174-0547,06-7174-0547,545-0021,大阪市阿倍野区阪南町六丁目１番１３号　 ,特定非営利活動法人　いちごの会,○,○,○,○,2008/09/01
2762300495,チークケア阿倍野,06-6621-5566,06-6621-5599,545-0021,大阪市阿倍野区阪南町五丁目１７番３号　西田辺駅前ビル３階・４階,玉井商事株式会社,○,○,○,○,2014/01/01
2762300560,汐ケアーサービス,06-6624-9516,06-6624-9517,545-0021,大阪市阿倍野区阪南町二丁目２７番１２号　 ,株式会社ＭＩＮＯＲＩ,○,○,○,○,2015/10/01
2762300610,くらし社,06-6690-7666, ,545-0021,大阪市阿倍野区阪南町四丁目１６番９号　 ,合同会社くらし社,○,○,○,,2016/07/01
2762300628,合同会社パワフル,06-6690-7222,06-6690-7240,545-0021,大阪市阿倍野区阪南町六丁目６番１６号　 ,合同会社パワフル,○,○,○,○,2016/10/01
2762301055,ヘルパーステーションさくらの木,06-6655-0873,06-6655-0876,545-0021,大阪市阿倍野区阪南町五丁目２４番８号　 ,株式会社ソーシャルニード,○,,○,,2022/01/01
2762301287,フレンズ訪問介護ステーション,06-6654-7051,06-6654-7052,545-0021,大阪市阿倍野区阪南町一丁目３番１５号　北畠第２ビル４Ａ,株式会社みたか,○,○,○,○,2025/05/01
2760800157,楽夢里,06-6629-3901,06-6629-3902,545-0021,大阪市阿倍野区阪南町三丁目４３番１２号　第２西田ハイツ阪南１０２号室,特定非営利活動法人　楽夢,○,○,○,○,2008/09/01
2762301006,みつばヘルパーステーション,06-6607-7025,06-6607-7025,545-0022,大阪市阿倍野区播磨町二丁目１番７号　１Ｂ,株式会社みつば,○,,○,,2021/01/01
2762301246,ロンダプレネケアサービス,090-8201-5441, ,545-0022,大阪市阿倍野区播磨町二丁目８番２４号　 ,合同会社ＢＥｓ,○,○,○,○,2024/08/01
2762300479,コントレイル,06-6654-7633,06-6654-7633,545-0022,大阪市阿倍野区播磨町一丁目６番３号　 ,特定非営利活動法人　トラトリア,○,○,○,○,2014/01/01
2762300123,ヘルパーステーションサンテック,06-6624-6712,06-6624-9701,545-0023,大阪市阿倍野区王子町一丁目４番７号　ライフガーデンⅡ　３０１号,有限会社サンテック,○,○,○,○,2008/09/01
2762300750,テイショウケアサービス,06-6606-8909,06-6606-8919,545-0023,大阪市阿倍野区王子町四丁目３番１３号　ハイツ道野１０４号,株式会社帝商産業,○,○,○,○,2019/07/01
2762300743,ヘルパーステーション喫茶えん,06-7508-5606,06-7506-8938,545-0023,大阪市阿倍野区王子町三丁目１２番２号　 ,合同会社Ｌ－ｇｏｏｔ,○,,,,2019/03/01
2762300990,みかんケアセンターあべの,06-7173-2252,06-7182-9930,545-0023,大阪市阿倍野区王子町三丁目５番６号　クレアシオン阿倍野１０１号,合同会社みかん,○,○,○,○,2020/12/01
2762300081,ヘルパーステーションディアー１,06-6628-8801,06-6628-8818,545-0023,大阪市阿倍野区王子町二丁目１０番４号　 ,特定非営利活動法人ディアーワン,○,○,○,○,2008/09/01
2762301139,えびす堂ホームヘルプ,06-6115-8300,06-6115-8302,545-0032,大阪市阿倍野区晴明通２番２１号　ＹＴハイム晴明２－Ｂ,えびす堂株式会社,○,○,○,○,2023/02/01
2762300537,リリーベル介護サービス,06-6657-6606,06-6657-7606,545-0034,大阪市阿倍野区阿倍野元町１４番３号　 ,株式会社リリーベル,○,○,○,○,2014/09/01
2762301014,ヘルパーステーションメープル,06-6625-8677,06-6625-8649,545-0034,大阪市阿倍野区阿倍野元町５番７号　 ,株式会社Ｔカンパニー,○,○,○,○,2021/03/01
2762301196,訪問介護あお,080-4708-2208,06-7635-2825,545-0035,大阪市阿倍野区北畠三丁目３番４４号　 ,合同会社むつき,○,○,○,○,2024/02/01
2762300263,サポートネットコーナス,06-7891-5010,06-7891-5010,545-0041,大阪市阿倍野区共立通一丁目２番１０号　 ,特定非営利活動法人　コーナス,○,○,○,○,2009/02/01
2762300271,ケアサービス心舟,06-6651-5908,06-6651-5968,545-0042,大阪市阿倍野区丸山通２－６－２７　,株式会社　モナ,○,○,○,○,2009/03/01
2762300438,なにわ介護サービストゥモロー,06-6616-7505,06-7175-4661,545-0042,大阪市阿倍野区丸山通一丁目２番１６号　梅ヶ枝マンション１０８号,株式会社エヌ・ケイ・ティ,○,○,○,○,2013/07/01
2762301048,ケアステーションＢＯＷ,06-6654-5482,06-6616-7152,545-0042,大阪市阿倍野区丸山通一丁目５番３号　丸山ハイツ２Ｂ号,株式会社Ｈａｒｒｙ,○,○,○,○,2022/01/01
2762301105,安寿訪問介護,06-7894-3563,06-7897-0827,545-0042,大阪市阿倍野区丸山通一丁目２番１６－２１１号　 ,ウェルクラム株式会社,○,○,○,○,2022/09/01
2762301311,ああるさぽーと,06-4981-3520,06-4981-3520,545-0042,大阪市阿倍野区丸山通一丁目３番２９号　 ,オフィスみゅう株式会社,○,○,○,○,2026/04/01
2762300420,ケアリヴ阿倍野,06-6630-6430,06-6630-6431,545-0051,大阪市阿倍野区旭町１丁目６番３号　,株式会社リヴ,○,○,○,○,2013/04/01
2762301329,訪問介護事業所蓮天王寺店,06-6684-8939,06-6684-8940,545-0051,大阪市阿倍野区旭町二丁目１番１号　あべのマルシェ１５５号室,株式会社蓮,○,○,○,○,2026/05/01
2763300932,たかもとけあ合同会社,06-6568-8249,06-6568-8249,545-0052,大阪市阿倍野区阿倍野筋三丁目４番１０号　プチビル優美１Ｆ　北側,たかもとけあ　合同会社,○,○,○,○,2010/09/01
2762300289,ニチイケアセンター天王寺,06-4399-9361,06-4399-9360,545-0052,大阪市阿倍野区阿倍野筋２－１－３７　東陽ビル６階,株式会社ニチイ学館,○,○,○,○,2009/03/01
2762300214,株式会社ピースフルホームケア,06-6626-0555,06-6626-0556,545-0052,大阪市阿倍野区阿倍野筋四丁目１６番１８号　,株式会社　ピースフル,○,○,○,○,2008/09/01
2763300809,アミィ介護サービス,06-6537-7785,06-6537-7795,545-0052,大阪市阿倍野区阿倍野筋三丁目１０番１号１２３－２号　 ,株式会社アミィ,○,○,○,,2010/04/01
2762301089,訪問介護ステーション　みなと阿倍野,06-6105-1633,06-6105-1688,545-0052,大阪市阿倍野区阿倍野筋三丁目７番１５号　タカヨシビル２０２号室,株式会社ブレント,○,○,○,,2022/06/01
2762300057,ヘルパーステーションヴァンサンク阿倍野,06-6625-5856,06-6625-5612,545-0053,大阪市阿倍野区松崎町四丁目３番１７号　 ,社会福祉法人　嘉誠会,○,○,,○,2008/09/01
2762300115,ケアステーション青い鳥,06-6622-2626,06-6622-3578,545-0053,大阪市阿倍野区松崎町二丁目１０番２２号　コーシンビル２階,有限会社　ウェルネット,○,○,○,○,2008/09/01
2762300131,ドレミ舎,06-6628-7806,06-6628-7860,545-0053,大阪市阿倍野区松崎町４丁目９番５号　,有限会社　ライフケアあっぱよね,○,○,○,○,2008/09/01
2765900465,ライフケアシヴァ,06-6678-0113,06-6678-0115,559-0001,大阪市住之江区粉浜１丁目４番１７号　マンション友１階,株式会社　カランドリエ,○,○,○,○,2012/03/01
2765900382,ニチイケアセンター粉浜,06-4701-6345,06-6678-6356,559-0001,大阪市住之江区粉浜２－１３－８　粉浜ビル４階,株式会社ニチイ学館,○,○,○,○,2010/07/01
2765900168,マザーハウスヘルパーステーション,06-6671-3756,06-6671-3753,559-0001,大阪市住之江区粉浜二丁目１３番１７号－１　,株式会社　マザーハウス,○,○,○,○,2008/09/01
2765900176,イルカ介護サービス,06-6678-4470,06-6678-4780,559-0001,大阪市住之江区粉浜一丁目７番５号　パールハウス粉浜１０３号,有限会社　四ッ谷,○,○,,○,2008/09/01
2765900689,アイクルヘルパーステーション,06-6615-8897,06-6615-8894,559-0001,大阪市住之江区粉浜二丁目１０番４３号　 ,株式会社アイクル,○,○,○,,2015/10/01
2765901281,フタバ介護ステーション,06-7494-3411,06-7494-3412,559-0001,大阪市住之江区粉浜二丁目１０番７号　 ,合同会社Ｄ＆Ｙ,○,○,○,○,2023/12/01
2765901364,Ｒｕｔｓｕ,06-6657-7151,06-6657-7152,559-0001,大阪市住之江区粉浜二丁目６番１２号　粉浜モール２０２号室,Ｒｕｔｓｕ株式会社,○,○,○,○,2025/05/01
2765900721,桜井ケアセンター２４,06-6676-2257,06-6676-2400,559-0003,大阪市住之江区安立三丁目６番２６号　 ,株式会社　Ｓｙｍｐａｔｈｙ,○,○,○,○,2016/03/01
2762201396,ひろ訪問介護ステーション,06-6654-9133,06-6654-9144,559-0003,大阪市住之江区安立三丁目９番８号　 ,合同会社スリーホーム,○,○,○,○,2017/07/01
2765901414,つなぎ,090-1240-9740, ,559-0003,大阪市住之江区安立二丁目８番９－１０２号　 ,株式会社結び,○,○,○,○,2026/03/01
